ID,headline,order,recalled,accuracy,Weightvar,accuracy_bool,recalled_bool,is_fake
C1439725374,H,2,yes,somewhat accurate,1.87106416,TRUE,TRUE,FALSE
C1439725374,K,3,yes,somewhat accurate,1.87106416,TRUE,TRUE,FALSE
1144416720,E,3,yes,somewhat accurate,0.592594381,TRUE,TRUE,TRUE
1144416720,I,5,yes,very accurate,0.592594381,TRUE,TRUE,FALSE
1146852287,G,1,yes,not very accurate,0.953474667,FALSE,TRUE,FALSE
1146852287,I,6,yes,very accurate,0.953474667,TRUE,TRUE,FALSE
1146852287,J,2,yes,somewhat accurate,0.953474667,TRUE,TRUE,FALSE
1136511143,F,3,yes,somewhat accurate,0.814401877,TRUE,TRUE,FALSE
1136511143,H,4,yes,not very accurate,0.814401877,FALSE,TRUE,FALSE
C1439725401,A,6,yes,very accurate,0.72122244,TRUE,TRUE,TRUE
C1439725401,D,5,yes,somewhat accurate,0.72122244,TRUE,TRUE,TRUE
C1439725401,E,3,yes,very accurate,0.72122244,TRUE,TRUE,TRUE
C1439725401,F,4,yes,somewhat accurate,0.72122244,TRUE,TRUE,FALSE
C1439725401,G,2,yes,somewhat accurate,0.72122244,TRUE,TRUE,FALSE
C1439725401,I,1,yes,somewhat accurate,0.72122244,TRUE,TRUE,FALSE
1146867609,K,2,yes,somewhat accurate,1.28325595,TRUE,TRUE,FALSE
1038025380,K,1,yes,somewhat accurate,0.909608597,TRUE,TRUE,FALSE
1146495976,A,1,yes,somewhat accurate,2.272505586,TRUE,TRUE,TRUE
1012547505,K,5,yes,somewhat accurate,1.138944304,TRUE,TRUE,FALSE
1007398479,B,1,yes,somewhat accurate,0.691903015,TRUE,TRUE,TRUE
1132633009,D,1,yes,somewhat accurate,1.916457228,TRUE,TRUE,TRUE
1132633009,E,3,yes,not very accurate,1.916457228,FALSE,TRUE,TRUE
1132633009,H,6,yes,somewhat accurate,1.916457228,TRUE,TRUE,FALSE
C1439722007,I,5,yes,not very accurate,1.065915614,FALSE,TRUE,FALSE
1118033197,A,6,yes,somewhat accurate,0.642720085,TRUE,TRUE,TRUE
1118033197,C,2,yes,not very accurate,0.642720085,FALSE,TRUE,TRUE
1118033197,D,5,yes,somewhat accurate,0.642720085,TRUE,TRUE,TRUE
1118033197,H,4,yes,not very accurate,0.642720085,FALSE,TRUE,FALSE
1118033197,K,1,yes,somewhat accurate,0.642720085,TRUE,TRUE,FALSE
1043201214,C,6,yes,very accurate,1.206505825,TRUE,TRUE,TRUE
1144680789,A,1,yes,somewhat accurate,0.638481554,TRUE,TRUE,TRUE
1144680789,D,2,yes,somewhat accurate,0.638481554,TRUE,TRUE,TRUE
1144680789,E,4,yes,somewhat accurate,0.638481554,TRUE,TRUE,TRUE
1144680789,F,6,yes,somewhat accurate,0.638481554,TRUE,TRUE,FALSE
1144680789,I,5,yes,somewhat accurate,0.638481554,TRUE,TRUE,FALSE
1144680789,J,3,yes,somewhat accurate,0.638481554,TRUE,TRUE,FALSE
C1439726746,G,5,yes,very accurate,1.644814881,TRUE,TRUE,FALSE
C1439726746,J,3,yes,very accurate,1.644814881,TRUE,TRUE,FALSE
1147258154,A,5,yes,very accurate,0.579052238,TRUE,TRUE,TRUE
1147258154,B,1,yes,very accurate,0.579052238,TRUE,TRUE,TRUE
1147258154,C,2,yes,somewhat accurate,0.579052238,TRUE,TRUE,TRUE
1147258154,F,4,yes,very accurate,0.579052238,TRUE,TRUE,FALSE
1147258154,G,3,yes,very accurate,0.579052238,TRUE,TRUE,FALSE
1147258154,K,6,yes,very accurate,0.579052238,TRUE,TRUE,FALSE
C1439724090,A,5,yes,not at all accurate,0.642720085,FALSE,TRUE,TRUE
1055878789,K,1,yes,very accurate,0.732946304,TRUE,TRUE,FALSE
1084548493,D,1,yes,very accurate,0.670755324,TRUE,TRUE,TRUE
1084548493,G,2,yes,very accurate,0.670755324,TRUE,TRUE,FALSE
1084548493,I,4,yes,very accurate,0.670755324,TRUE,TRUE,FALSE
1084548493,K,3,yes,very accurate,0.670755324,TRUE,TRUE,FALSE
1147075735,F,5,yes,very accurate,1.584043977,TRUE,TRUE,FALSE
1090332301,K,6,yes,somewhat accurate,0.719067397,TRUE,TRUE,FALSE
1138297922,C,1,yes,somewhat accurate,0.652031943,TRUE,TRUE,TRUE
1138297922,D,5,yes,very accurate,0.652031943,TRUE,TRUE,TRUE
1138297922,F,2,yes,somewhat accurate,0.652031943,TRUE,TRUE,FALSE
1138297922,G,6,yes,somewhat accurate,0.652031943,TRUE,TRUE,FALSE
C1439727104,C,2,yes,very accurate,0.849417785,TRUE,TRUE,TRUE
C1439727104,K,1,yes,somewhat accurate,0.849417785,TRUE,TRUE,FALSE
C1439727340,H,2,yes,somewhat accurate,0.762636663,TRUE,TRUE,FALSE
1146469540,C,2,yes,somewhat accurate,2.769114513,TRUE,TRUE,TRUE
1146469540,I,6,yes,very accurate,2.769114513,TRUE,TRUE,FALSE
C1439726129,A,4,yes,somewhat accurate,1.335238379,TRUE,TRUE,TRUE
C1439726129,D,3,yes,somewhat accurate,1.335238379,TRUE,TRUE,TRUE
C1439726129,H,6,yes,very accurate,1.335238379,TRUE,TRUE,FALSE
C1439726129,K,5,yes,very accurate,1.335238379,TRUE,TRUE,FALSE
1133109312,A,2,yes,somewhat accurate,2.119822463,TRUE,TRUE,TRUE
1133109312,D,6,yes,somewhat accurate,2.119822463,TRUE,TRUE,TRUE
1133109312,G,5,yes,very accurate,2.119822463,TRUE,TRUE,FALSE
1133109312,K,4,yes,somewhat accurate,2.119822463,TRUE,TRUE,FALSE
C1439727398,B,2,yes,very accurate,1.91596266,TRUE,TRUE,TRUE
C1439727398,C,1,yes,very accurate,1.91596266,TRUE,TRUE,TRUE
C1439727398,E,4,yes,very accurate,1.91596266,TRUE,TRUE,TRUE
C1439727398,H,6,yes,very accurate,1.91596266,TRUE,TRUE,FALSE
C1439727398,I,3,yes,very accurate,1.91596266,TRUE,TRUE,FALSE
C1439727398,J,5,yes,very accurate,1.91596266,TRUE,TRUE,FALSE
1147353611,A,6,yes,somewhat accurate,0.704740851,TRUE,TRUE,TRUE
1147353611,C,5,yes,very accurate,0.704740851,TRUE,TRUE,TRUE
1147353611,K,2,yes,very accurate,0.704740851,TRUE,TRUE,FALSE
C1439728000,F,2,yes,not very accurate,1.01412858,FALSE,TRUE,FALSE
C1439728000,G,6,yes,somewhat accurate,1.01412858,TRUE,TRUE,FALSE
C1439728000,H,5,yes,somewhat accurate,1.01412858,TRUE,TRUE,FALSE
1135531896,H,4,yes,somewhat accurate,0.805961035,TRUE,TRUE,FALSE
1145971716,K,5,yes,very accurate,0.700476563,TRUE,TRUE,FALSE
C1439727982,B,4,yes,very accurate,0.859493726,TRUE,TRUE,TRUE
C1439727982,D,2,yes,very accurate,0.859493726,TRUE,TRUE,TRUE
C1439727982,K,5,yes,very accurate,0.859493726,TRUE,TRUE,FALSE
C1439728034,I,2,yes,not very accurate,0.833261508,FALSE,TRUE,FALSE
C1439725623,K,6,yes,very accurate,0.719067397,TRUE,TRUE,FALSE
1069849580,B,2,yes,very accurate,1.002643903,TRUE,TRUE,TRUE
1069849580,G,1,yes,very accurate,1.002643903,TRUE,TRUE,FALSE
1069849580,J,4,yes,very accurate,1.002643903,TRUE,TRUE,FALSE
1069849580,K,3,yes,very accurate,1.002643903,TRUE,TRUE,FALSE
C1439728305,F,4,yes,very accurate,0.719067397,TRUE,TRUE,FALSE
C1439728305,H,3,yes,very accurate,0.719067397,TRUE,TRUE,FALSE
1101259818,B,2,yes,very accurate,1.148454119,TRUE,TRUE,TRUE
1101259818,C,6,yes,not very accurate,1.148454119,FALSE,TRUE,TRUE
1101259818,K,1,yes,very accurate,1.148454119,TRUE,TRUE,FALSE
C1439728001,K,5,yes,very accurate,0.68947309,TRUE,TRUE,FALSE
1145298257,B,5,yes,not at all accurate,0.658581831,FALSE,TRUE,TRUE
1145298257,D,3,yes,very accurate,0.658581831,TRUE,TRUE,TRUE
1145298257,G,2,yes,very accurate,0.658581831,TRUE,TRUE,FALSE
1142762823,B,4,yes,somewhat accurate,0.730594155,TRUE,TRUE,TRUE
1142762823,I,3,yes,not very accurate,0.730594155,FALSE,TRUE,FALSE
1142762823,K,6,yes,very accurate,0.730594155,TRUE,TRUE,FALSE
C1439726249,C,2,yes,somewhat accurate,0.60640639,TRUE,TRUE,TRUE
C1439726249,I,3,yes,somewhat accurate,0.60640639,TRUE,TRUE,FALSE
1137328667,A,3,yes,somewhat accurate,1.272458786,TRUE,TRUE,TRUE
1137328667,D,2,yes,very accurate,1.272458786,TRUE,TRUE,TRUE
1137328667,I,6,yes,very accurate,1.272458786,TRUE,TRUE,FALSE
C1439725498,H,1,yes,very accurate,0.833261508,TRUE,TRUE,FALSE
C1439725498,J,2,yes,very accurate,0.833261508,TRUE,TRUE,FALSE
1139038207,F,5,yes,very accurate,1.133722296,TRUE,TRUE,FALSE
C1439729081,H,6,yes,not very accurate,1.567524039,FALSE,TRUE,FALSE
C1439727940,D,3,yes,very accurate,0.903452271,TRUE,TRUE,TRUE
C1439727940,H,5,yes,very accurate,0.903452271,TRUE,TRUE,FALSE
C1439727940,K,6,yes,very accurate,0.903452271,TRUE,TRUE,FALSE
1099580451,B,6,yes,very accurate,0.762636663,TRUE,TRUE,TRUE
1099580451,K,2,yes,very accurate,0.762636663,TRUE,TRUE,FALSE
1147102488,H,5,yes,somewhat accurate,1.504720138,TRUE,TRUE,FALSE
1147253261,K,5,yes,very accurate,1.28899338,TRUE,TRUE,FALSE
C1439730094,H,4,yes,very accurate,0.756146758,TRUE,TRUE,FALSE
C1439730094,J,1,yes,not very accurate,0.756146758,FALSE,TRUE,FALSE
C1439730094,K,3,yes,very accurate,0.756146758,TRUE,TRUE,FALSE
1147130737,F,1,yes,very accurate,0.788657937,TRUE,TRUE,FALSE
1147130737,K,4,yes,somewhat accurate,0.788657937,TRUE,TRUE,FALSE
1143976584,G,1,yes,not very accurate,0.700476563,FALSE,TRUE,FALSE
1143976584,I,6,yes,somewhat accurate,0.700476563,TRUE,TRUE,FALSE
1145863558,F,4,yes,somewhat accurate,1.165580495,TRUE,TRUE,FALSE
1145863558,I,1,yes,not very accurate,1.165580495,FALSE,TRUE,FALSE
C1439731012,E,5,yes,very accurate,0.635276805,TRUE,TRUE,TRUE
C1439731012,F,1,yes,not very accurate,0.635276805,FALSE,TRUE,FALSE
C1439731012,K,2,yes,not very accurate,0.635276805,FALSE,TRUE,FALSE
1043056199,A,6,yes,not at all accurate,1.239727215,FALSE,TRUE,TRUE
1043056199,B,2,yes,somewhat accurate,1.239727215,TRUE,TRUE,TRUE
1097073287,D,6,yes,somewhat accurate,1.033976998,TRUE,TRUE,TRUE
1146460440,F,2,yes,not very accurate,0.762636663,FALSE,TRUE,FALSE
1146460440,G,4,yes,very accurate,0.762636663,TRUE,TRUE,FALSE
C1439731818,B,1,yes,somewhat accurate,0.708267148,TRUE,TRUE,TRUE
C1439731818,D,6,yes,very accurate,0.708267148,TRUE,TRUE,TRUE
C1439731818,F,2,yes,not very accurate,0.708267148,FALSE,TRUE,FALSE
C1439731818,K,3,yes,very accurate,0.708267148,TRUE,TRUE,FALSE
1146670263,C,2,yes,very accurate,0.647538449,TRUE,TRUE,TRUE
1146670263,F,6,yes,somewhat accurate,0.647538449,TRUE,TRUE,FALSE
1143047314,C,6,yes,not very accurate,1.712094803,FALSE,TRUE,TRUE
1143047314,K,5,yes,somewhat accurate,1.712094803,TRUE,TRUE,FALSE
1141742257,H,1,yes,somewhat accurate,0.767928863,TRUE,TRUE,FALSE
1141742257,K,6,yes,very accurate,0.767928863,TRUE,TRUE,FALSE
1146633734,F,3,yes,not at all accurate,0.849417785,FALSE,TRUE,FALSE
1143296073,K,3,yes,very accurate,1.255379242,TRUE,TRUE,FALSE
1146038991,C,1,yes,not very accurate,0.688730671,FALSE,TRUE,TRUE
1144852623,C,2,yes,very accurate,0.953474667,TRUE,TRUE,TRUE
1144852623,D,5,yes,somewhat accurate,0.953474667,TRUE,TRUE,TRUE
1144852623,G,1,yes,not at all accurate,0.953474667,FALSE,TRUE,FALSE
C1439731930,D,4,yes,very accurate,0.779571625,TRUE,TRUE,TRUE
C1439731930,I,1,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1096523376,K,3,yes,somewhat accurate,1.206505825,TRUE,TRUE,FALSE
1091453058,K,6,yes,somewhat accurate,0.777069846,TRUE,TRUE,FALSE
C1439729985,D,6,yes,somewhat accurate,0.587763245,TRUE,TRUE,TRUE
1117117953,H,6,yes,somewhat accurate,1.872660459,TRUE,TRUE,FALSE
1146676911,G,4,yes,very accurate,1.262596405,TRUE,TRUE,FALSE
1147334283,B,1,yes,somewhat accurate,1.01412858,TRUE,TRUE,TRUE
1140725033,A,6,yes,very accurate,1.376965208,TRUE,TRUE,TRUE
1140725033,B,3,yes,very accurate,1.376965208,TRUE,TRUE,TRUE
1140725033,E,2,yes,very accurate,1.376965208,TRUE,TRUE,TRUE
1140725033,F,5,yes,very accurate,1.376965208,TRUE,TRUE,FALSE
1140725033,H,4,yes,very accurate,1.376965208,TRUE,TRUE,FALSE
1140725033,J,1,yes,very accurate,1.376965208,TRUE,TRUE,FALSE
1146360472,K,6,yes,very accurate,0.630970841,TRUE,TRUE,FALSE
C1439727541,C,1,yes,not very accurate,0.64800294,FALSE,TRUE,TRUE
C1439727541,D,3,yes,somewhat accurate,0.64800294,TRUE,TRUE,TRUE
C1439727541,F,5,yes,very accurate,0.64800294,TRUE,TRUE,FALSE
C1439730992,A,3,yes,somewhat accurate,0.765693398,TRUE,TRUE,TRUE
C1439730992,I,1,yes,somewhat accurate,0.765693398,TRUE,TRUE,FALSE
C1439731054,K,5,yes,somewhat accurate,1.206505825,TRUE,TRUE,FALSE
C1438835276,B,2,yes,very accurate,0.665286979,TRUE,TRUE,TRUE
C1438835276,C,1,yes,not very accurate,0.665286979,FALSE,TRUE,TRUE
C1438835276,E,5,yes,very accurate,0.665286979,TRUE,TRUE,TRUE
1117017794,F,4,yes,somewhat accurate,1.662065906,TRUE,TRUE,FALSE
1117017794,H,5,yes,very accurate,1.662065906,TRUE,TRUE,FALSE
1145719929,H,5,yes,very accurate,1.038121297,TRUE,TRUE,FALSE
1100658337,A,3,yes,not at all accurate,1.255379242,FALSE,TRUE,TRUE
1100658337,B,2,yes,very accurate,1.255379242,TRUE,TRUE,TRUE
1100658337,C,5,yes,very accurate,1.255379242,TRUE,TRUE,TRUE
1100658337,F,6,yes,not at all accurate,1.255379242,FALSE,TRUE,FALSE
1146958262,G,3,yes,somewhat accurate,1.052774445,TRUE,TRUE,FALSE
